datetime,tempmax,tempmin,T,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
6/17/2021,30.3,23,25.8,34.4,23,26.9,22.6,83.5,28.42,,20.83,,0,0,46.4,18.4,139.2,1016.4,63.3,15,,,0,,2021-06-17T06:33:36,2021-06-17T20:28:14,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/18/2021,30.9,24.1,27.5,33.4,24.1,29,21.9,72.97,0,,0,,0,0,,12.5,72.2,1018.1,75.5,16,,,0,,2021-06-18T06:33:46,2021-06-18T20:28:30,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/19/2021,32.6,26.4,29,39,26.4,32.8,23.6,73.15,0,,0,,0,0,29.5,21.5,169.5,1017.6,60.7,15.8,,,0,,2021-06-19T06:33:56,2021-06-19T20:28:44,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/20/2021,31.2,27.8,29.1,38.4,32,34,24.4,76.3,0,,0,,0,0,,22,225,1017.4,68.2,16,,,0,,2021-06-20T06:34:08,2021-06-20T20:28:58,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/21/2021,32.5,26.6,29.3,40,26.6,34.7,25,78.7,3.25,,4.17,,0,0,79.6,23.4,201.8,1017.4,70.3,15.6,,,0,,2021-06-21T06:34:21,2021-06-21T20:29:11,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/22/2021,32.5,25.2,27.9,40.5,25.2,30.6,23.7,78.81,0.64,,12.5,,0,0,51.4,26.3,178.8,1017,80.7,15.7,,,0,,2021-06-22T06:34:35,2021-06-22T20:29:22,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842"
6/23/2021,30.5,24.1,27.2,35.4,24.1,28.9,22.9,78.1,22.35,,16.67,,0,0,47.9,21,171.2,1018.8,76,15.6,,,0,,2021-06-23T06:34:50,2021-06-23T20:29:33,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842"
6/24/2021,32,23.2,26.3,35,23.2,27.4,22.2,80.02,43.11,,25,,0,0,48.2,18.1,119.8,1019.1,71.9,14.6,,,0,,2021-06-24T06:35:05,2021-06-24T20:29:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842"
6/25/2021,31.3,22.6,25.6,34.5,22.6,26.7,22,81.44,10.27,,8.33,,0,0,,15,60.8,1018.7,63.6,15.8,,,0,,2021-06-25T06:35:22,2021-06-25T20:29:50,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842"
6/26/2021,31.7,23.8,26.7,36.8,23.8,28.5,22.6,79.37,19.79,,8.33,,0,0,38.3,24.3,81.9,1017.5,74,14.8,,,0,,2021-06-26T06:35:40,2021-06-26T20:29:56,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842"
6/27/2021,33.5,25.4,28.9,35.1,25.4,30.4,21.5,66.7,0.5,,4.17,,0,0,35.3,23.7,85.7,1017.4,56.2,16,,,0,,2021-06-27T06:35:59,2021-06-27T20:30:02,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842"
6/28/2021,33.4,24.8,28.2,34.9,24.8,29.2,20.9,66.66,2.5,,4.17,,0,0,59.2,24.9,83.4,1018.5,48.4,16,,,0,,2021-06-28T06:36:18,2021-06-28T20:30:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/29/2021,32.1,23.4,26.7,36.2,23.4,27.8,22.6,79.63,87.49,,29.17,,0,0,46.4,15.6,119.1,1020.4,76,14.1,,,0,,2021-06-29T06:36:39,2021-06-29T20:30:09,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
6/30/2021,29.6,24,25.7,33.8,24,26.6,22.9,84.57,7.62,,29.17,,0,0,42.5,12.5,69.8,1019.3,76.9,15.5,,,0,,2021-06-30T06:37:00,2021-06-30T20:30:11,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/1/2021,30.7,23.4,26.4,35.6,23.4,27.9,22.6,80.72,1.54,,20.83,,0,0,,15,108.6,1016.7,67.2,15.5,,,0,,2021-07-01T06:37:22,2021-07-01T20:30:11,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/2/2021,30.5,24.7,27.4,34.5,24.7,29.3,22.9,77.25,11.93,,25,,0,0,47.9,18.7,215.9,1015.1,63.5,15.3,,,0,,2021-07-02T06:37:45,2021-07-02T20:30:11,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/3/2021,27.9,25.4,26.6,31.7,25.4,27.8,23.5,83.33,52.74,,54.17,,0,0,33.5,17.4,261.1,1014.9,61.4,14.1,,,0,,2021-07-03T06:38:09,2021-07-03T20:30:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/4/2021,31.6,25.5,28.4,35.9,25.5,30.9,23,73.78,0,,0,,0,0,,18,257.4,1015.5,62.7,15.9,,,0,,2021-07-04T06:38:33,2021-07-04T20:30:05,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/5/2021,33.7,25.7,28.4,37.4,25.7,30.2,22.9,73.6,10.61,,20.83,,0,0,48.4,21.5,101.2,1016.4,58.9,13.6,,,0,,2021-07-05T06:38:58,2021-07-05T20:30:00,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/6/2021,29.8,24.5,26.6,35.2,24.5,28,22.5,78.44,7.46,,16.67,,0,0,57.2,24.9,88.1,1016.4,70.1,15.5,,,0,,2021-07-06T06:39:23,2021-07-06T20:29:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/7/2021,30.6,24.2,27.1,36.3,24.2,29.2,23.4,80.56,33.99,,66.67,,0,0,49.8,33.3,174.6,1014.1,84.2,13.8,,,0,,2021-07-07T06:39:50,2021-07-07T20:29:46,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/8/2021,31.7,26.8,28.7,35.8,30.3,32.8,24,76.67,0.25,,4.17,,0,0,,15.2,221,1017.9,64.6,15.7,,,0,,2021-07-08T06:40:16,2021-07-08T20:29:37,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/9/2021,33.2,25.3,29.2,35.9,25.3,31.4,22.5,69.57,0,,0,,0,0,,15.5,203.7,1020.6,38,16,,,0,,2021-07-09T06:40:44,2021-07-09T20:29:27,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/10/2021,32.5,25.5,28.9,35.7,25.5,31.2,21.9,67.07,0,,0,,0,0,31.7,18.3,126.1,1020,40.3,16,,,0,,2021-07-10T06:41:12,2021-07-10T20:29:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/11/2021,31.5,25,27.7,35.7,25,29.2,21.7,70.46,0,,0,,0,0,27.7,16.7,113.5,1019.7,59.5,16,,,0,,2021-07-11T06:41:40,2021-07-11T20:29:02,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/12/2021,32.5,23.4,26.7,35.9,23.4,27.8,22.2,77.08,12.53,,29.17,,0,0,43.4,16.7,92.8,1021.5,46.8,15.6,,,0,,2021-07-12T06:42:09,2021-07-12T20:28:48,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/13/2021,33.1,23.5,27.2,36.6,23.5,29.1,22.6,77.76,11.33,,12.5,,0,0,29.5,18.5,73.6,1022.5,48,16,,,0,,2021-07-13T06:42:38,2021-07-13T20:28:32,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/14/2021,31.9,24.7,26.9,36,24.7,28,23.3,81.88,4.25,,12.5,,0,0,,13.6,54.4,1022.6,58.7,16,,,0,,2021-07-14T06:43:08,2021-07-14T20:28:15,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/15/2021,34.2,25.2,29.1,35.9,25.2,30.7,22,68.87,0,,0,,0,0,,14,70.9,1020.6,52.2,16,,,0,,2021-07-15T06:43:38,2021-07-15T20:27:56,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/16/2021,34.9,24.8,29.5,35.8,24.8,31.1,20.8,62.11,0,,0,,0,0,,13.2,90.4,1019.3,44.4,16,,,0,,2021-07-16T06:44:08,2021-07-16T20:27:37,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/17/2021,33.4,26.2,29.3,34.9,26.2,31.3,21.2,63.18,0.3,,4.17,,0,0,25.9,15,130,1020.2,47.9,16,,,0,,2021-07-17T06:44:39,2021-07-17T20:27:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842"
7/18/2021,32.8,26.2,29.1,36,26.2,31.6,22,66.59,0,,0,,0,0,31.7,19.6,150.9,1020.4,42.1,16,,,0,,2021-07-18T06:45:10,2021-07-18T20:26:53,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842"
7/19/2021,32,26.5,29.1,35.9,26.5,31.7,22.2,67,0,,0,,0,0,,15.3,181.9,1019,59.5,16,,,0,,2021-07-19T06:45:42,2021-07-19T20:26:29,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/20/2021,33.3,25.4,29,37.5,25.4,31.5,22.7,70,12.7,,4.17,,0,0,35.3,19.2,176.4,1016.6,47.7,16,,,0,,2021-07-20T06:46:13,2021-07-20T20:26:03,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/21/2021,32.9,26.6,29.3,38.8,26.6,33.2,23.7,72.71,14.13,,8.33,,0,0,37.1,18.2,227.9,1018,53.5,15.6,,,0,,2021-07-21T06:46:45,2021-07-21T20:25:37,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/22/2021,33.3,26,29.9,38.5,26,34.4,23.9,71.31,2.3,,4.17,,0,0,38.9,17.2,227.8,1020.6,48,15.9,,,0,,2021-07-22T06:47:17,2021-07-22T20:25:09,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/23/2021,33.6,26.2,30.2,39.5,26.2,35,24.1,70.91,3.45,,4.17,,0,0,37.1,19.8,256.5,1018.6,57,15.8,,,0,,2021-07-23T06:47:49,2021-07-23T20:24:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/24/2021,34,26.2,29.3,37.8,26.2,31.9,23.1,70.91,1.35,,12.5,,0,0,38.9,22.3,57.7,1015.3,62.6,15.9,,,0,,2021-07-24T06:48:21,2021-07-24T20:24:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/25/2021,33.9,25.5,29.7,36.4,25.5,32.1,22.3,67.12,1.7,,4.17,,0,0,,15.9,47.8,1013.8,30.5,15.8,,,0,,2021-07-25T06:48:54,2021-07-25T20:23:37,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/26/2021,34.8,26.1,29.9,37.9,26.1,33,22.6,66.55,1.08,,4.17,,0,0,,16.6,166.2,1013.7,43.4,16,,,0,,2021-07-26T06:49:26,2021-07-26T20:23:04,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/27/2021,31.6,26.2,29.2,37.6,26.2,33.4,23.8,73.25,0,,0,,0,0,,16.3,222.4,1015.7,65.7,15.9,,,0,,2021-07-27T06:49:59,2021-07-27T20:22:30,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/28/2021,30.6,25.4,28.3,36,25.4,32.3,24,77.52,2.1,,16.67,,0,0,43,24.2,249,1016.6,67.4,15.2,,,0,,2021-07-28T06:50:31,2021-07-28T20:21:54,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/29/2021,30.4,26,27.4,37.3,26,30.5,24.3,83.16,2.36,,20.83,,0,0,,20.8,140.4,1016.7,66,15.4,,,0,,2021-07-29T06:51:04,2021-07-29T20:21:17,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/30/2021,32.3,25.8,29,37.9,25.8,32.1,23.7,74.44,8.8,,4.17,,0,0,29.5,20.9,188.6,1017.2,45.4,15.7,,,0,,2021-07-30T06:51:36,2021-07-30T20:20:39,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
7/31/2021,33,27.7,30.1,38.7,31.3,34.7,23.6,68.78,7.35,,8.33,,0,0,35.3,20.5,235.8,1017.7,31.5,15.6,,,0,,2021-07-31T06:52:09,2021-07-31T20:20:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/1/2021,33.2,27.9,30.5,39.5,31.8,35.7,24,68.64,0,,0,,0,0,31.7,20.9,240.7,1017.3,40.2,16,,,0,,2021-08-01T06:52:42,2021-08-01T20:19:19,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/2/2021,31,28,29.1,38,32,34.1,24.4,76.05,17.74,,25,,0,0,48.2,23.9,243.5,1016.7,51.8,14.9,,,0,,2021-08-02T06:53:14,2021-08-02T20:18:38,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/3/2021,29.7,24.6,27.3,33.3,24.6,29.9,23.6,80.95,31.68,,41.67,,0,0,31.7,17.9,216.1,1015.5,85.2,14.8,,,0,,2021-08-03T06:53:47,2021-08-03T20:17:55,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/4/2021,29.6,25.1,26.8,34.4,25.1,28.5,23.7,83.27,23.46,,41.67,,0,0,50.1,36.8,198,1015.6,81.1,15.4,,,0,,2021-08-04T06:54:19,2021-08-04T20:17:11,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/5/2021,29.4,24.8,27,32.5,24.8,28.7,22.7,77.84,5.42,,12.5,,0,0,43,22.9,192.8,1017.7,74.6,15.8,,,0,,2021-08-05T06:54:52,2021-08-05T20:16:26,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/6/2021,33.5,25.4,29.2,37.3,25.4,31.6,22.8,69.93,0.09,,4.17,,0,0,33.5,14.3,140.9,1018.9,49.6,16,,,0,,2021-08-06T06:55:24,2021-08-06T20:15:40,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/7/2021,32.1,25.7,28.5,37.3,25.7,31.3,23.2,73.8,0.79,,25,,0,0,27.7,15.3,188.1,1018.5,42.1,15.8,,,0,,2021-08-07T06:55:56,2021-08-07T20:14:52,1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/8/2021,32.7,25.6,28.9,38.2,25.6,32.3,23.5,73.36,0.25,,12.5,,0,0,27.7,15.6,116,1018.3,47.7,15.4,,,0,,2021-08-08T06:56:28,2021-08-08T20:14:04,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/9/2021,32.3,26,28.2,38.1,26,30.7,23.7,77.49,25.67,,29.17,,0,0,51.8,21.1,95.3,1019.4,41.2,14.6,,,0,,2021-08-09T06:57:00,2021-08-09T20:13:15,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/10/2021,33.5,25.5,28.4,38.5,25.5,30.8,23.8,77.79,0.13,,8.33,,0,0,40.7,23.1,173.9,1020.5,53.1,15.8,,,0,,2021-08-10T06:57:32,2021-08-10T20:12:24,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/11/2021,34.2,23.8,28.7,37.6,23.8,30.5,22.9,73.58,31.7,,16.67,,0,0,57.6,19.1,85.5,1019.8,39.4,15.5,,,0,,2021-08-11T06:58:04,2021-08-11T20:11:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/12/2021,34.8,25.2,27.8,37.3,25.2,29.3,22.7,75.7,2.31,,20.83,,0,0,44.1,17.9,112.8,1019.4,40.5,16,,,0,,2021-08-12T06:58:36,2021-08-12T20:10:41,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/13/2021,33.9,24.8,27.3,37.7,24.8,28.8,23.1,79.38,3.77,,12.5,,0,0,44.6,25.9,75,1018.8,51.9,15.7,,,0,,2021-08-13T06:59:07,2021-08-13T20:09:47,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/14/2021,32.1,24.2,26.6,34.7,24.2,27.5,22.8,81.35,4.46,,12.5,,0,0,55.4,13.8,84.1,1018.4,61,15.7,,,0,,2021-08-14T06:59:38,2021-08-14T20:08:53,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,72211012842,KTPA,72202192816,KVDF"
8/15/2021,29.2,25.4,27,33.3,25.4,29.1,23.5,81.65,2.59,,12.5,,0,0,33.5,18.2,88.5,1016,71.1,15.5,,,0,,2021-08-15T07:00:10,2021-08-15T20:07:58,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/16/2021,31.1,26.4,27.9,36,26.4,31.1,23.8,78.66,9.58,,20.83,,0,0,31.7,18.5,132.6,1013.6,66,15.6,,,0,,2021-08-16T07:00:40,2021-08-16T20:07:02,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/17/2021,33.2,26.8,29.5,37.3,30.1,33.3,23.4,71.66,0.05,,4.17,,0,0,,15.8,180.4,1015.7,44.3,15.5,,,0,,2021-08-17T07:01:11,2021-08-17T20:06:05,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/18/2021,35.4,26.2,29.6,38.8,26.2,32.6,22.8,68.83,7.38,,12.5,,0,0,42,20.5,99.5,1019.2,40.9,15.5,,,0,,2021-08-18T07:01:42,2021-08-18T20:05:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/19/2021,34,26.1,29.5,37.3,26.1,32.4,23.2,70.73,0,,0,,0,0,,14.1,173.5,1018.5,27.9,15.8,,,0,,2021-08-19T07:02:12,2021-08-19T20:04:09,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/20/2021,34.1,27.1,30,40.7,30.7,35.1,24.1,71.68,2.23,,4.17,,0,0,31.7,20.5,178.5,1014.6,53.8,15.7,,,0,,2021-08-20T07:02:43,2021-08-20T20:03:10,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/21/2021,33.4,26.4,29.7,39.4,26.4,33.9,23.8,71.72,0.97,,4.17,,0,0,29.5,17.5,168.6,1014.5,48.2,15.9,,,0,,2021-08-21T07:03:13,2021-08-21T20:02:10,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/22/2021,32.9,26.7,29.5,38.2,26.7,33.6,23.7,71.97,0,,0,,0,0,,18.7,147.4,1016.1,58.4,15.9,,,0,,2021-08-22T07:03:43,2021-08-22T20:01:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/23/2021,31.8,25.6,27.9,38.3,25.6,30.5,23.1,75.41,0.3,,4.17,,0,0,42.5,24.6,129.6,1016.1,64.1,15.9,,,0,,2021-08-23T07:04:13,2021-08-23T20:00:08,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/24/2021,32.6,26.3,28.9,38.3,26.3,31.5,22.6,69.52,0.17,,8.33,,0,0,,12.7,134.8,1016.3,71.1,15.7,,,0,,2021-08-24T07:04:42,2021-08-24T19:59:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/25/2021,34.3,26.3,29.5,37.7,26.3,31.8,21.3,62.69,0,,0,,0,0,37.1,18.1,94.3,1017.1,52.3,15.8,,,0,,2021-08-25T07:05:12,2021-08-25T19:58:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/26/2021,32.3,23.9,27.2,35.8,23.9,29.1,21.6,71.79,3.4,,8.33,,0,0,51.8,19,73.8,1016.3,69.8,15.6,,,0,,2021-08-26T07:05:41,2021-08-26T19:57:00,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/27/2021,32.4,25.5,27.7,37.6,25.5,30.5,24.5,83.59,4.4,,12.5,,0,0,59,18.5,61.5,1015.7,54.3,15.6,,,0,,2021-08-27T07:06:10,2021-08-27T19:55:56,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/28/2021,31.8,26.3,28.6,36.3,26.3,31.4,23.9,77.1,0,,0,,0,0,38.9,23.2,100.9,1016.8,59.2,15.7,,,0,,2021-08-28T07:06:40,2021-08-28T19:54:52,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/29/2021,34,25.4,28.3,37.4,25.4,30.5,23.8,78.35,12.2,,8.33,,0,0,33.5,17.2,124,1018,64.1,15.9,,,0,,2021-08-29T07:07:08,2021-08-29T19:53:46,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/30/2021,32.3,24.7,28.4,36.7,24.7,31.1,23.7,77.29,1.41,,4.17,,0,0,,14.5,183.3,1015.6,56.7,15.6,,,0,,2021-08-30T07:07:37,2021-08-30T19:52:41,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
8/31/2021,32.7,26.3,29.3,37.2,26.3,33,23.4,71.46,0,,0,,0,0,31.7,19.6,193.2,1013,53.3,15.6,,,0,,2021-08-31T07:08:06,2021-08-31T19:51:35,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
9/1/2021,28.5,23.9,26,32.3,23.9,26.9,22.9,83.27,47.86,,62.5,,0,0,41.4,26.2,246,1012.9,76,13.2,,,0,,2021-09-01T07:08:35,2021-09-01T19:50:28,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
9/2/2021,31.3,24.6,27.6,36.4,24.6,29.9,23.5,79.29,19.8,,54.17,,0,0,42.5,20.6,240.5,1013.1,73.8,15.8,,,0,,2021-09-02T07:09:03,2021-09-02T19:49:21,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
9/3/2021,31.7,25.4,28,36.4,25.4,30.3,23,74.98,36.93,,29.17,,0,0,31.7,19.9,176.5,1014,53.7,15.2,,,0,,2021-09-03T07:09:31,2021-09-03T19:48:14,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
